kind,date,amount,mode_price,area,year,weekno
こまつな,20170130,18109,199.5,各地_東京,2017,5
こまつな,20170131,19317,178.5,各地_東京,2017,5
こまつな,20170202,22213,124.0,各地_東京,2017,5
こまつな,20170203,18655,140.5,各地_東京,2017,5
こまつな,20170204,22487,124.5,各地_東京,2017,5
こまつな,20170206,21105,127.0,各地_東京,2017,6
こまつな,20170207,20118,124.5,各地_東京,2017,6
こまつな,20170208,16982,124.5,各地_東京,2017,6
こまつな,20170209,16732,130.0,各地_東京,2017,6
こまつな,20170210,18204,124.5,各地_東京,2017,6
こまつな,20170213,25121,162.0,各地_東京,2017,7
こまつな,20170214,23553,151.0,各地_東京,2017,7
こまつな,20170216,21534,151.0,各地_東京,2017,7
こまつな,20170217,17016,140.75,各地_東京,2017,7
こまつな,20170218,19027,135.25,各地_東京,2017,7
こまつな,20170220,24332,145.5,各地_東京,2017,8
こまつな,20170221,24040,145.5,各地_東京,2017,8
こまつな,20170223,23855,119.0,各地_東京,2017,8
こまつな,20170224,15640,108.0,各地_東京,2017,8
こまつな,20170225,21310,119.0,各地_東京,2017,8
こまつな,20170227,23312,108.0,各地_東京,2017,9
こまつな,20170228,22282,108.0,各地_東京,2017,9
こまつな,20170301,24263,99.75,各地_東京,2017,9
こまつな,20170302,18410,102.5,各地_東京,2017,9
こまつな,20170303,16426,119.0,各地_東京,2017,9
こまつな,20170304,20444,113.5,各地_東京,2017,9
こまつな,20170306,21274,113.5,各地_東京,2017,10
こまつな,20170307,21789,86.0,各地_東京,2017,10
こまつな,20170309,22159,102.5,各地_東京,2017,10
こまつな,20170310,17989,97.0,各地_東京,2017,10
こまつな,20170311,20955,135.0,各地_東京,2017,10
こまつな,20170313,22006,151.0,各地_東京,2017,11
こまつな,20170314,20299,151.0,各地_東京,2017,11
こまつな,20170316,20608,178.5,各地_東京,2017,11
こまつな,20170317,19168,156.5,各地_東京,2017,11
こまつな,20170318,22087,130.0,各地_東京,2017,11
こまつな,20170321,27995,113.5,各地_東京,2017,12
こまつな,20170322,18475,97.0,各地_東京,2017,12
こまつな,20170323,18376,97.0,各地_東京,2017,12
こまつな,20170324,17089,108.0,各地_東京,2017,12
こまつな,20170325,21717,119.0,各地_東京,2017,12
こまつな,20170327,23058,119.0,各地_東京,2017,13
こまつな,20170328,20084,113.5,各地_東京,2017,13
こまつな,20170330,21905,124.5,各地_東京,2017,13
こまつな,20170331,18533,135.0,各地_東京,2017,13
こまつな,20170401,23148,167.0,各地_東京,2017,13
こまつな,20170403,23733,156.5,各地_東京,2017,14
こまつな,20170404,20993,151.0,各地_東京,2017,14
こまつな,20170406,25015,135.0,各地_東京,2017,14
こまつな,20170407,18685,140.0,各地_東京,2017,14
こまつな,20170408,23295,135.0,各地_東京,2017,14
こまつな,20170410,24735,135.0,各地_東京,2017,15
こまつな,20170411,26066,124.5,各地_東京,2017,15
こまつな,20170413,28139,119.0,各地_東京,2017,15
こまつな,20170414,21657,108.0,各地_東京,2017,15
こまつな,20170415,25460,124.5,各地_東京,2017,15
こまつな,20170417,27675,130.0,各地_東京,2017,16
こまつな,20170418,24991,135.0,各地_東京,2017,16
こまつな,20170420,31244,124.5,各地_東京,2017,16
こまつな,20170421,21203,124.0,各地_東京,2017,16
こまつな,20170422,28047,130.0,各地_東京,2017,16
こまつな,20170424,27909,113.5,各地_東京,2017,17
こまつな,20170425,23706,130.0,各地_東京,2017,17
こまつな,20170426,21647,113.5,各地_東京,2017,17
こまつな,20170427,23444,129.5,各地_東京,2017,17
こまつな,20170428,24604,124.5,各地_東京,2017,17
こまつな,20170501,34254,108.0,各地_東京,2017,18
こまつな,20170502,31330,113.5,各地_東京,2017,18
こまつな,20170506,46318,119.0,各地_東京,2017,18
こまつな,20170508,30150,119.0,各地_東京,2017,19
こまつな,20170509,25415,108.0,各地_東京,2017,19
こまつな,20170511,30166,113.5,各地_東京,2017,19
こまつな,20170512,20265,86.5,各地_東京,2017,19
こまつな,20170513,24276,108.0,各地_東京,2017,19
こまつな,20170515,26240,86.0,各地_東京,2017,20
こまつな,20170516,21043,102.5,各地_東京,2017,20
こまつな,20170517,17072,86.5,各地_東京,2017,20
こまつな,20170518,20484,108.0,各地_東京,2017,20
こまつな,20170519,21889,76.0,各地_東京,2017,20
こまつな,20170520,24776,97.0,各地_東京,2017,20
こまつな,20170522,24940,108.0,各地_東京,2017,21
こまつな,20170523,20904,156.5,各地_東京,2017,21
こまつな,20170525,27406,178.5,各地_東京,2017,21
こまつな,20170526,19868,140.5,各地_東京,2017,21
こまつな,20170527,21991,130.0,各地_東京,2017,21
こまつな,20170529,23328,119.0,各地_東京,2017,22
こまつな,20170530,19458,97.0,各地_東京,2017,22
こまつな,20170531,17549,86.5,各地_東京,2017,22
こまつな,20170601,16752,91.5,各地_東京,2017,22
こまつな,20170602,16737,86.0,各地_東京,2017,22
こまつな,20170603,18053,108.0,各地_東京,2017,22
こまつな,20170605,19107,178.5,各地_東京,2017,23
こまつな,20170606,16556,205.0,各地_東京,2017,23
こまつな,20170608,19586,297.0,各地_東京,2017,23
こまつな,20170609,17725,216.0,各地_東京,2017,23
こまつな,20170610,20252,173.0,各地_東京,2017,23
こまつな,20170612,26769,194.0,各地_東京,2017,24
こまつな,20170613,18026,199.5,各地_東京,2017,24
こまつな,20170615,22025,232.5,各地_東京,2017,24
こまつな,20170616,18233,189.0,各地_東京,2017,24
こまつな,20170617,18358,178.5,各地_東京,2017,24
こまつな,20170619,19509,167.5,各地_東京,2017,25
こまつな,20170620,17152,199.5,各地_東京,2017,25
こまつな,20170622,19202,210.5,各地_東京,2017,25
こまつな,20170623,18380,210.5,各地_東京,2017,25
こまつな,20170624,19224,173.0,各地_東京,2017,25
こまつな,20170626,22007,194.5,各地_東京,2017,26
こまつな,20170627,20553,162.0,各地_東京,2017,26
こまつな,20170629,24809,167.5,各地_東京,2017,26
こまつな,20170630,22672,151.0,各地_東京,2017,26
こまつな,20170701,22839,102.5,各地_東京,2017,26
こまつな,20170703,22279,151.0,各地_東京,2017,27
こまつな,20170704,21078,178.5,各地_東京,2017,27
こまつな,20170706,23005,135.0,各地_東京,2017,27
こまつな,20170707,17477,108.0,各地_東京,2017,27
こまつな,20170708,16726,124.5,各地_東京,2017,27
こまつな,20170710,20158,167.5,各地_東京,2017,28
こまつな,20170711,17705,189.0,各地_東京,2017,28
こまつな,20170712,15323,145.5,各地_東京,2017,28
こまつな,20170713,17148,162.0,各地_東京,2017,28
こまつな,20170714,17805,167.5,各地_東京,2017,28
こまつな,20170715,20662,135.0,各地_東京,2017,28
こまつな,20170718,28683,140.0,各地_東京,2017,29
こまつな,20170719,15750,135.0,各地_東京,2017,29
こまつな,20170720,15828,102.5,各地_東京,2017,29
こまつな,20170721,16806,119.0,各地_東京,2017,29
こまつな,20170722,20920,102.5,各地_東京,2017,29
こまつな,20170724,20781,108.0,各地_東京,2017,30
こまつな,20170725,18212,113.5,各地_東京,2017,30
こまつな,20170727,20336,113.5,各地_東京,2017,30
こまつな,20170728,16195,91.5,各地_東京,2017,30
こまつな,20170729,18966,97.0,各地_東京,2017,30
こまつな,20170731,16520,113.5,各地_東京,2017,31
こまつな,20170801,12846,119.0,各地_東京,2017,31
こまつな,20170802,10105,216.0,各地_東京,2017,31
こまつな,20170803,10986,159.5,各地_東京,2017,31
こまつな,20170804,12469,218.5,各地_東京,2017,31
こまつな,20170805,15222,157.0,各地_東京,2017,31
こまつな,20170807,20225,189.0,各地_東京,2017,32
こまつな,20170808,16074,183.5,各地_東京,2017,32
こまつな,20170809,13475,189.0,各地_東京,2017,32
こまつな,20170810,15244,286.5,各地_東京,2017,32
こまつな,20170812,22061,318.5,各地_東京,2017,32
こまつな,20170816,17519,340.5,各地_東京,2017,33
こまつな,20170817,13716,227.0,各地_東京,2017,33
こまつな,20170818,14640,227.0,各地_東京,2017,33
こまつな,20170819,20960,205.0,各地_東京,2017,33
こまつな,20170821,21034,264.5,各地_東京,2017,34
こまつな,20170822,19431,189.0,各地_東京,2017,34
こまつな,20170824,19607,232.5,各地_東京,2017,34
こまつな,20170825,16999,237.5,各地_東京,2017,34
こまつな,20170826,16926,135.0,各地_東京,2017,34
こまつな,20170828,21469,210.5,各地_東京,2017,35
こまつな,20170829,16775,248.5,各地_東京,2017,35
こまつな,20170831,22141,178.5,各地_東京,2017,35
こまつな,20170901,20430,167.5,各地_東京,2017,35
こまつな,20170902,22614,156.5,各地_東京,2017,35
こまつな,20170904,26805,156.5,各地_東京,2017,36
こまつな,20170905,20074,121.5,各地_東京,2017,36
こまつな,20170906,20709,102.5,各地_東京,2017,36
こまつな,20170907,19739,102.5,各地_東京,2017,36
こまつな,20170908,20355,97.0,各地_東京,2017,36
こまつな,20170909,24128,108.0,各地_東京,2017,36
こまつな,20170911,31119,135.0,各地_東京,2017,37
こまつな,20170912,23235,135.0,各地_東京,2017,37
こまつな,20170914,24304,119.0,各地_東京,2017,37
こまつな,20170915,24520,151.0,各地_東京,2017,37
こまつな,20170916,28582,129.5,各地_東京,2017,37
こまつな,20170919,28200,129.5,各地_東京,2017,38
こまつな,20170920,20437,124.5,各地_東京,2017,38
こまつな,20170921,24887,124.5,各地_東京,2017,38
こまつな,20170922,31480,135.0,各地_東京,2017,38
こまつな,20170925,31926,108.0,各地_東京,2017,39
こまつな,20170926,26041,113.5,各地_東京,2017,39
こまつな,20170928,34381,113.5,各地_東京,2017,39
こまつな,20170929,26005,86.5,各地_東京,2017,39
こまつな,20170930,27930,91.5,各地_東京,2017,39
こまつな,20171002,33368,102.5,各地_東京,2017,40
こまつな,20171003,26865,91.5,各地_東京,2017,40
こまつな,20171005,26124,97.0,各地_東京,2017,40
こまつな,20171006,23959,91.5,各地_東京,2017,40
こまつな,20171007,23554,86.0,各地_東京,2017,40
こまつな,20171010,25499,97.0,各地_東京,2017,41
こまつな,20171011,21087,76.0,各地_東京,2017,41
こまつな,20171012,20487,76.0,各地_東京,2017,41
こまつな,20171013,19390,97.5,各地_東京,2017,41
こまつな,20171014,19134,86.0,各地_東京,2017,41
こまつな,20171016,22573,145.5,各地_東京,2017,42
こまつな,20171017,22694,119.0,各地_東京,2017,42
こまつな,20171019,21420,162.0,各地_東京,2017,42
こまつな,20171020,16805,194.5,各地_東京,2017,42
こまつな,20171021,17957,172.5,各地_東京,2017,42
こまつな,20171023,22072,226.5,各地_東京,2017,43
こまつな,20171024,11846,232.5,各地_東京,2017,43
こまつな,20171026,16354,302.5,各地_東京,2017,43
こまつな,20171027,17319,237.5,各地_東京,2017,43
こまつな,20171028,18654,216.0,各地_東京,2017,43
こまつな,20171030,15676,302.5,各地_東京,2017,44
こまつな,20171031,13419,297.0,各地_東京,2017,44
こまつな,20171101,13001,362.0,各地_東京,2017,44
こまつな,20171102,17111,243.0,各地_東京,2017,44
こまつな,20171104,18408,372.5,各地_東京,2017,44
こまつな,20171106,16740,329.5,各地_東京,2017,45
こまつな,20171107,14838,286.5,各地_東京,2017,45
こまつな,20171109,18545,221.5,各地_東京,2017,45
こまつな,20171110,14792,194.5,各地_東京,2017,45
こまつな,20171111,16227,167.5,各地_東京,2017,45
こまつな,20171113,16479,178.5,各地_東京,2017,46
こまつな,20171114,14879,189.0,各地_東京,2017,46
こまつな,20171116,17277,232.5,各地_東京,2017,46
こまつな,20171117,14344,259.0,各地_東京,2017,46
こまつな,20171118,16568,265.0,各地_東京,2017,46
こまつな,20171120,16404,281.0,各地_東京,2017,47
こまつな,20171121,14727,275.5,各地_東京,2017,47
こまつな,20171122,13641,313.5,各地_東京,2017,47
こまつな,20171124,13671,275.5,各地_東京,2017,47
こまつな,20171125,12089,286.5,各地_東京,2017,47
こまつな,20171127,16929,281.0,各地_東京,2017,48
こまつな,20171128,14057,302.5,各地_東京,2017,48
こまつな,20171129,13348,259.0,各地_東京,2017,48
こまつな,20171130,13135,259.0,各地_東京,2017,48
こまつな,20171201,14135,237.5,各地_東京,2017,48
こまつな,20171202,15436,248.5,各地_東京,2017,48
こまつな,20171204,18653,205.0,各地_東京,2017,49
こまつな,20171205,16352,232.5,各地_東京,2017,49
こまつな,20171207,19691,291.5,各地_東京,2017,49
こまつな,20171208,15014,248.5,各地_東京,2017,49
こまつな,20171209,13445,264.5,各地_東京,2017,49
こまつな,20171211,14046,281.0,各地_東京,2017,50
こまつな,20171212,12006,264.5,各地_東京,2017,50
こまつな,20171213,10529,356.5,各地_東京,2017,50
こまつな,20171214,12228,302.5,各地_東京,2017,50
こまつな,20171215,12529,313.5,各地_東京,2017,50
こまつな,20171216,13044,321.5,各地_東京,2017,50
こまつな,20171218,13206,307.5,各地_東京,2017,51
こまつな,20171219,11557,318.5,各地_東京,2017,51
こまつな,20171220,10012,329.5,各地_東京,2017,51
こまつな,20171221,14176,313.0,各地_東京,2017,51
こまつな,20171222,13289,302.5,各地_東京,2017,51
こまつな,20171223,13433,281.0,各地_東京,2017,51
こまつな,20171225,16719,281.0,各地_東京,2017,52
こまつな,20171226,13239,318.5,各地_東京,2017,52
こまつな,20171227,18095,324.0,各地_東京,2017,52
こまつな,20171228,22891,415.5,各地_東京,2017,52
こまつな,20171229,25786,356.5,各地_東京,2017,52
こまつな,20180105,30230,351.0,各地_東京,2018,1
こまつな,20180106,15397,345.5,各地_東京,2018,1
こまつな,20180109,21554,297.0,各地_東京,2018,2
こまつな,20180110,14147,238.0,各地_東京,2018,2
こまつな,20180111,13487,189.0,各地_東京,2018,2
こまつな,20180112,15296,173.0,各地_東京,2018,2
こまつな,20180113,16637,194.0,各地_東京,2018,2
こまつな,20180115,127275,248.5,各地_東京,2018,3
こまつな,20180116,15414,270.0,各地_東京,2018,3
こまつな,20180118,16643,232.5,各地_東京,2018,3
こまつな,20180119,15656,232.0,各地_東京,2018,3
こまつな,20180120,15777,275.5,各地_東京,2018,3
こまつな,20180122,18500,340.5,各地_東京,2018,4
こまつな,20180123,12851,394.5,各地_東京,2018,4
こまつな,20180125,15942,372.5,各地_東京,2018,4
こまつな,20180126,13666,292.0,各地_東京,2018,4
こまつな,20180127,15535,253.5,各地_東京,2018,4
こまつな,20180129,15238,297.0,各地_東京,2018,5
こまつな,20180130,13760,329.5,各地_東京,2018,5
こまつな,20180201,17487,340.5,各地_東京,2018,5
こまつな,20180202,13279,361.5,各地_東京,2018,5
こまつな,20180203,11606,329.5,各地_東京,2018,5
こまつな,20180205,14016,318.5,各地_東京,2018,6
こまつな,20180206,13291,340.5,各地_東京,2018,6
こまつな,20180208,17202,302.0,各地_東京,2018,6
こまつな,20180209,14553,275.5,各地_東京,2018,6
こまつな,20180210,14362,243.0,各地_東京,2018,6
こまつな,20180213,20083,210.5,各地_東京,2018,7
こまつな,20180214,13723,194.0,各地_東京,2018,7
こまつな,20180215,13156,167.5,各地_東京,2018,7
こまつな,20180216,13022,184.0,各地_東京,2018,7
こまつな,20180217,17280,194.0,各地_東京,2018,7
こまつな,20180219,17796,253.5,各地_東京,2018,8
こまつな,20180220,17387,243.0,各地_東京,2018,8
こまつな,20180222,19809,173.0,各地_東京,2018,8
こまつな,20180223,17859,145.5,各地_東京,2018,8
こまつな,20180224,17367,135.0,各地_東京,2018,8
こまつな,20180226,19049,151.0,各地_東京,2018,9
こまつな,20180227,17092,140.0,各地_東京,2018,9
こまつな,20180301,23942,183.5,各地_東京,2018,9
こまつな,20180302,18795,156.5,各地_東京,2018,9
こまつな,20180303,18971,108.0,各地_東京,2018,9
こまつな,20180305,23599,108.0,各地_東京,2018,10
こまつな,20180306,18697,97.0,各地_東京,2018,10
こまつな,20180308,26632,91.5,各地_東京,2018,10
こまつな,20180309,21141,91.5,各地_東京,2018,10
こまつな,20180310,23346,97.0,各地_東京,2018,10
こまつな,20180312,26827,108.0,各地_東京,2018,11
こまつな,20180313,23089,119.0,各地_東京,2018,11
こまつな,20180315,28568,97.0,各地_東京,2018,11
こまつな,20180316,21775,81.0,各地_東京,2018,11
こまつな,20180317,23046,81.0,各地_東京,2018,11
こまつな,20180319,29097,81.0,各地_東京,2018,12
こまつな,20180320,19704,70.5,各地_東京,2018,12
こまつな,20180322,21090,76.0,各地_東京,2018,12
こまつな,20180323,18053,76.0,各地_東京,2018,12
こまつな,20180324,17620,113.0,各地_東京,2018,12
こまつな,20180326,26063,108.0,各地_東京,2018,13
こまつな,20180327,22364,86.0,各地_東京,2018,13
こまつな,20180329,23630,86.0,各地_東京,2018,13
こまつな,20180330,18057,75.75,各地_東京,2018,13
こまつな,20180331,22680,81.25,各地_東京,2018,13
こまつな,20180402,21414,102.5,各地_東京,2018,14
こまつな,20180403,19653,86.0,各地_東京,2018,14
こまつな,20180405,24441,91.5,各地_東京,2018,14
こまつな,20180406,22491,91.5,各地_東京,2018,14
こまつな,20180407,17612,81.0,各地_東京,2018,14
こまつな,20180409,23132,97.0,各地_東京,2018,15
こまつな,20180410,22860,129.5,各地_東京,2018,15
こまつな,20180412,25411,130.0,各地_東京,2018,15
こまつな,20180413,20556,124.5,各地_東京,2018,15
こまつな,20180414,18895,135.0,各地_東京,2018,15
こまつな,20180416,24188,199.5,各地_東京,2018,16
こまつな,20180417,21047,253.5,各地_東京,2018,16
こまつな,20180419,23354,178.5,各地_東京,2018,16
こまつな,20180420,19919,146.0,各地_東京,2018,16
こまつな,20180421,20861,108.0,各地_東京,2018,16
こまつな,20180423,23945,183.5,各地_東京,2018,17
こまつな,20180424,19587,189.0,各地_東京,2018,17
こまつな,20180426,22812,145.5,各地_東京,2018,17
こまつな,20180427,20110,108.0,各地_東京,2018,17
こまつな,20180428,21744,129.5,各地_東京,2018,17
こまつな,20180501,26833,129.5,各地_東京,2018,18
こまつな,20180502,18010,113.5,各地_東京,2018,18
こまつな,20180503,18137,151.0,各地_東京,2018,18
こまつな,20180507,31118,140.5,各地_東京,2018,19
こまつな,20180508,22819,119.0,各地_東京,2018,19
こまつな,20180510,24512,97.0,各地_東京,2018,19
こまつな,20180511,23931,91.5,各地_東京,2018,19
こまつな,20180512,20946,108.0,各地_東京,2018,19
こまつな,20180514,22461,124.5,各地_東京,2018,20
こまつな,20180515,20583,91.5,各地_東京,2018,20
こまつな,20180517,27675,86.0,各地_東京,2018,20
こまつな,20180518,20483,86.0,各地_東京,2018,20
こまつな,20180519,21120,86.5,各地_東京,2018,20
こまつな,20180521,20028,102.5,各地_東京,2018,21
こまつな,20180522,20212,91.5,各地_東京,2018,21
こまつな,20180524,21910,130.0,各地_東京,2018,21
こまつな,20180525,20559,97.0,各地_東京,2018,21
こまつな,20180526,24641,86.0,各地_東京,2018,21
こまつな,20180528,21863,86.0,各地_東京,2018,22
こまつな,20180529,21768,91.5,各地_東京,2018,22
こまつな,20180531,26253,81.0,各地_東京,2018,22
こまつな,20180601,20800,65.0,各地_東京,2018,22
こまつな,20180602,19718,76.0,各地_東京,2018,22
こまつな,20180604,23086,76.0,各地_東京,2018,23
こまつな,20180605,20839,129.5,各地_東京,2018,23
こまつな,20180607,21958,151.0,各地_東京,2018,23
こまつな,20180608,18665,102.5,各地_東京,2018,23
こまつな,20180609,18626,124.25,各地_東京,2018,23
こまつな,20180611,21296,97.0,各地_東京,2018,24
こまつな,20180612,17150,119.0,各地_東京,2018,24
こまつな,20180614,20764,113.5,各地_東京,2018,24
こまつな,20180615,17254,135.0,各地_東京,2018,24
こまつな,20180616,18548,108.0,各地_東京,2018,24
こまつな,20180618,23428,119.0,各地_東京,2018,25
こまつな,20180619,19898,145.5,各地_東京,2018,25
こまつな,20180621,25306,145.5,各地_東京,2018,25
こまつな,20180622,19843,151.0,各地_東京,2018,25
こまつな,20180623,21252,135.0,各地_東京,2018,25
こまつな,20180625,23456,135.0,各地_東京,2018,26
こまつな,20180626,21369,140.0,各地_東京,2018,26
こまつな,20180628,24060,167.5,各地_東京,2018,26
こまつな,20180629,20232,205.0,各地_東京,2018,26
こまつな,20180630,21731,162.0,各地_東京,2018,26
こまつな,20180702,22269,184.0,各地_東京,2018,27
こまつな,20180703,17607,216.0,各地_東京,2018,27
こまつな,20180705,20732,173.0,各地_東京,2018,27
こまつな,20180706,18173,135.0,各地_東京,2018,27
こまつな,20180707,20793,91.5,各地_東京,2018,27
こまつな,20180709,23022,91.5,各地_東京,2018,28
こまつな,20180710,19066,108.0,各地_東京,2018,28
こまつな,20180711,17693,124.0,各地_東京,2018,28
こまつな,20180712,18151,108.0,各地_東京,2018,28
こまつな,20180713,17757,86.5,各地_東京,2018,28
こまつな,20180714,18023,91.5,各地_東京,2018,28
こまつな,20180717,21138,119.0,各地_東京,2018,29
こまつな,20180718,14539,102.5,各地_東京,2018,29
こまつな,20180719,16587,130.0,各地_東京,2018,29
こまつな,20180720,16508,102.5,各地_東京,2018,29
こまつな,20180721,16400,135.0,各地_東京,2018,29
こまつな,20180723,15971,146.0,各地_東京,2018,30
こまつな,20180724,13852,243.0,各地_東京,2018,30
こまつな,20180726,17163,194.0,各地_東京,2018,30
こまつな,20180727,13320,189.0,各地_東京,2018,30
こまつな,20180728,16628,167.5,各地_東京,2018,30
こまつな,20180730,19775,135.0,各地_東京,2018,31
こまつな,20180731,17267,102.5,各地_東京,2018,31
こまつな,20180801,16454,81.0,各地_東京,2018,31
こまつな,20180802,16085,76.0,各地_東京,2018,31
こまつな,20180803,16585,81.0,各地_東京,2018,31
こまつな,20180804,17869,113.5,各地_東京,2018,31
こまつな,20180806,16742,162.0,各地_東京,2018,32
こまつな,20180807,14597,232.0,各地_東京,2018,32
こまつな,20180808,12730,253.5,各地_東京,2018,32
こまつな,20180809,13880,194.5,各地_東京,2018,32
こまつな,20180810,14372,145.5,各地_東京,2018,32
こまつな,20180811,14739,162.0,各地_東京,2018,32
こまつな,20180813,23615,264.5,各地_東京,2018,33
こまつな,20180817,17584,437.5,各地_東京,2018,33
こまつな,20180818,13607,432.0,各地_東京,2018,33
こまつな,20180820,15437,481.0,各地_東京,2018,34
こまつな,20180821,15549,383.5,各地_東京,2018,34
こまつな,20180823,28822,226.5,各地_東京,2018,34
こまつな,20180824,20730,221.5,各地_東京,2018,34
こまつな,20180825,19111,227.0,各地_東京,2018,34
こまつな,20180827,22713,243.0,各地_東京,2018,35
こまつな,20180828,21680,216.0,各地_東京,2018,35
こまつな,20180830,26481,172.5,各地_東京,2018,35
こまつな,20180831,24423,140.5,各地_東京,2018,35
こまつな,20180901,22420,129.5,各地_東京,2018,35
こまつな,20180903,25235,192.0,各地_東京,2018,36
こまつな,20180904,21786,221.5,各地_東京,2018,36
こまつな,20180906,24249,183.5,各地_東京,2018,36
こまつな,20180907,22122,189.0,各地_東京,2018,36
こまつな,20180908,21426,199.5,各地_東京,2018,36
こまつな,20180910,21450,232.0,各地_東京,2018,37
こまつな,20180911,17932,307.5,各地_東京,2018,37
こまつな,20180913,21221,275.5,各地_東京,2018,37
こまつな,20180914,18306,302.5,各地_東京,2018,37
こまつな,20180915,24223,210.5,各地_東京,2018,37
こまつな,20180918,28911,178.0,各地_東京,2018,38
こまつな,20180919,16043,156.5,各地_東京,2018,38
こまつな,20180920,23605,167.5,各地_東京,2018,38
こまつな,20180921,21561,146.0,各地_東京,2018,38
こまつな,20180922,20158,108.0,各地_東京,2018,38
こまつな,20180925,28357,119.0,各地_東京,2018,39
こまつな,20180926,20520,97.0,各地_東京,2018,39
こまつな,20180927,21033,124.5,各地_東京,2018,39
こまつな,20180928,20053,124.0,各地_東京,2018,39
こまつな,20180929,21211,135.0,各地_東京,2018,39
こまつな,20181001,17134,189.0,各地_東京,2018,40
こまつな,20181002,16342,286.0,各地_東京,2018,40
こまつな,20181004,16748,302.5,各地_東京,2018,40
こまつな,20181005,13728,275.5,各地_東京,2018,40
こまつな,20181006,17183,254.0,各地_東京,2018,40
こまつな,20181009,23476,237.5,各地_東京,2018,41
こまつな,20181010,16895,189.0,各地_東京,2018,41
こまつな,20181011,18690,221.5,各地_東京,2018,41
こまつな,20181012,18691,199.5,各地_東京,2018,41
こまつな,20181013,21941,151.0,各地_東京,2018,41
こまつな,20181015,24500,140.0,各地_東京,2018,42
こまつな,20181016,19388,129.5,各地_東京,2018,42
こまつな,20181018,22983,221.5,各地_東京,2018,42
こまつな,20181019,19422,156.5,各地_東京,2018,42
こまつな,20181020,20158,162.0,各地_東京,2018,42
こまつな,20181022,19360,151.0,各地_東京,2018,43
こまつな,20181023,19525,140.0,各地_東京,2018,43
こまつな,20181025,24526,119.0,各地_東京,2018,43
こまつな,20181026,22839,119.0,各地_東京,2018,43
こまつな,20181027,24212,124.5,各地_東京,2018,43
こまつな,20181029,22980,113.5,各地_東京,2018,44
こまつな,20181030,24021,86.0,各地_東京,2018,44
こまつな,20181031,20156,86.5,各地_東京,2018,44
こまつな,20181101,24117,86.0,各地_東京,2018,44
こまつな,20181102,26316,86.0,各地_東京,2018,44
こまつな,20181105,34677,86.0,各地_東京,2018,45
こまつな,20181106,25280,81.0,各地_東京,2018,45
こまつな,20181108,28410,91.5,各地_東京,2018,45
こまつな,20181109,25236,65.0,各地_東京,2018,45
こまつな,20181110,24347,76.0,各地_東京,2018,45
こまつな,20181112,22820,70.5,各地_東京,2018,46
こまつな,20181113,24811,65.0,各地_東京,2018,46
こまつな,20181115,23769,59.5,各地_東京,2018,46
こまつな,20181116,21750,59.5,各地_東京,2018,46
こまつな,20181117,24210,76.0,各地_東京,2018,46
こまつな,20181119,23659,86.0,各地_東京,2018,47
こまつな,20181120,17400,81.0,各地_東京,2018,47
こまつな,20181121,15614,76.0,各地_東京,2018,47
こまつな,20181122,21041,65.0,各地_東京,2018,47
こまつな,20181124,29741,65.0,各地_東京,2018,47
こまつな,20181126,22132,70.5,各地_東京,2018,48
こまつな,20181127,16907,81.0,各地_東京,2018,48
こまつな,20181128,13806,65.0,各地_東京,2018,48
こまつな,20181129,14485,59.25,各地_東京,2018,48
こまつな,20181130,18451,48.5,各地_東京,2018,48
こまつな,20181201,19725,59.5,各地_埼玉,2018,48
こまつな,20181203,19248,54.0,各地_埼玉,2018,49
こまつな,20181204,17347,54.0,各地_埼玉,2018,49
こまつな,20181206,20189,65.0,各地_埼玉,2018,49
こまつな,20181207,16399,65.0,各地_埼玉,2018,49
こまつな,20181208,18535,59.5,各地_埼玉,2018,49
こまつな,20181210,19296,102.5,各地_埼玉,2018,50
こまつな,20181211,16034,129.5,各地_埼玉,2018,50
こまつな,20181213,16032,178.0,各地_埼玉,2018,50
こまつな,20181214,14030,237.5,各地_埼玉,2018,50
こまつな,20181215,18004,124.0,各地_埼玉,2018,50
こまつな,20181217,16705,113.5,各地_埼玉,2018,51
こまつな,20181218,12973,135.0,各地_埼玉,2018,51
こまつな,20181219,15675,135.0,各地_埼玉,2018,51
こまつな,20181220,17492,113.5,各地_埼玉,2018,51
こまつな,20181221,19085,124.0,各地_埼玉,2018,51
こまつな,20181222,20822,124.0,各地_埼玉,2018,51
こまつな,20181224,18655,135.0,各地_埼玉,2018,52
こまつな,20181225,17550,135.0,各地_埼玉,2018,52
こまつな,20181226,14123,162.0,各地_埼玉,2018,52
こまつな,20181227,22979,216.0,各地_埼玉,2018,52
こまつな,20181228,30955,216.0,各地_埼玉,2018,52
こまつな,20181229,32436,167.0,各地_埼玉,2018,52
こまつな,20190105,23822,140.5,各地_埼玉,2019,1
こまつな,20190107,18253,146.0,各地_埼玉,2019,2
こまつな,20190108,15835,210.5,各地_埼玉,2019,2
こまつな,20190110,22462,189.0,各地_埼玉,2019,2
こまつな,20190111,17301,189.0,各地_埼玉,2019,2
こまつな,20190112,17385,167.5,各地_埼玉,2019,2
こまつな,20190115,23179,216.0,各地_埼玉,2019,3
こまつな,20190116,19292,210.5,各地_埼玉,2019,3
こまつな,20190117,15316,221.5,各地_埼玉,2019,3
こまつな,20190118,17969,189.0,各地_埼玉,2019,3
こまつな,20190119,19122,156.5,各地_埼玉,2019,3
